,name,language,talk.translation_shifts,talk.language,talk.room,talk.duration,talk.title,talk.speakers,talk.fahrplan
537,tribut,en,"[TranslationShift(name=""pinkdispatcher"", language=""en"", Talk=<parse.Talk object at 0x10ab476d0>), TranslationShift(name=""tribut"", language=""en"", Talk=<parse.Talk object at 0x10ab476d0>), TranslationShift(name=""mary"", language=""en"", Talk=<parse.Talk object at 0x10ab476d0>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10ab476d0>), TranslationShift(name=""yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10ab476d0>)]",de,Ada,0 days 00:40:00.000000000,Hirne Hacken,['Linus Neumann'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11175.html
538,mary,en,"[TranslationShift(name=""pinkdispatcher"", language=""en"", Talk=<parse.Talk object at 0x10ab47f50>), TranslationShift(name=""tribut"", language=""en"", Talk=<parse.Talk object at 0x10ab47f50>), TranslationShift(name=""mary"", language=""en"", Talk=<parse.Talk object at 0x10ab47f50>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10ab47f50>), TranslationShift(name=""yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10ab47f50>)]",de,Ada,0 days 00:40:00.000000000,Hirne Hacken,['Linus Neumann'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11175.html
539,hnms,fr,"[TranslationShift(name=""pinkdispatcher"", language=""en"", Talk=<parse.Talk object at 0x10ab4b290>), TranslationShift(name=""tribut"", language=""en"", Talk=<parse.Talk object at 0x10ab4b290>), TranslationShift(name=""mary"", language=""en"", Talk=<parse.Talk object at 0x10ab4b290>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10ab4b290>), TranslationShift(name=""yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10ab4b290>)]",de,Ada,0 days 00:40:00.000000000,Hirne Hacken,['Linus Neumann'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11175.html
540,yann0u,fr,"[TranslationShift(name=""pinkdispatcher"", language=""en"", Talk=<parse.Talk object at 0x10ab4b3d0>), TranslationShift(name=""tribut"", language=""en"", Talk=<parse.Talk object at 0x10ab4b3d0>), TranslationShift(name=""mary"", language=""en"", Talk=<parse.Talk object at 0x10ab4b3d0>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10ab4b3d0>), TranslationShift(name=""yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10ab4b3d0>)]",de,Ada,0 days 00:40:00.000000000,Hirne Hacken,['Linus Neumann'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11175.html
541,bubbler,en,"[TranslationShift(name=""bubbler"", language=""en"", Talk=<parse.Talk object at 0x10ab4b910>), TranslationShift(name=""Vassago"", language=""en"", Talk=<parse.Talk object at 0x10ab4b910>), TranslationShift(name=""Mü"", language=""en"", Talk=<parse.Talk object at 0x10ab4b910>)]",de,Borg,0 days 00:40:00.000000000,Nutzung öffentlicher Klimadaten,['manuel'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10571.html
542,Vassago,en,"[TranslationShift(name=""bubbler"", language=""en"", Talk=<parse.Talk object at 0x10ab4bc90>), TranslationShift(name=""Vassago"", language=""en"", Talk=<parse.Talk object at 0x10ab4bc90>), TranslationShift(name=""Mü"", language=""en"", Talk=<parse.Talk object at 0x10ab4bc90>)]",de,Borg,0 days 00:40:00.000000000,Nutzung öffentlicher Klimadaten,['manuel'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10571.html
543,Mü,en,"[TranslationShift(name=""bubbler"", language=""en"", Talk=<parse.Talk object at 0x10ab4bf10>), TranslationShift(name=""Vassago"", language=""en"", Talk=<parse.Talk object at 0x10ab4bf10>), TranslationShift(name=""Mü"", language=""en"", Talk=<parse.Talk object at 0x10ab4bf10>)]",de,Borg,0 days 00:40:00.000000000,Nutzung öffentlicher Klimadaten,['manuel'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10571.html
544,problame,de,"[TranslationShift(name=""problame"", language=""de"", Talk=<parse.Talk object at 0x10ab4e290>), TranslationShift(name=""flo_h"", language=""de"", Talk=<parse.Talk object at 0x10ab4e290>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10ab4e290>), TranslationShift(name=""max_eaxedx"", language=""ru"", Talk=<parse.Talk object at 0x10ab4e290>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10ab4e290>)]",en,Clarke,0 days 00:40:00.000000000,Hacking (with) a TPM,['Andreas Fuchs'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10564.html
545,flo_h,de,"[TranslationShift(name=""problame"", language=""de"", Talk=<parse.Talk object at 0x10ab4e250>), TranslationShift(name=""flo_h"", language=""de"", Talk=<parse.Talk object at 0x10ab4e250>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10ab4e250>), TranslationShift(name=""max_eaxedx"", language=""ru"", Talk=<parse.Talk object at 0x10ab4e250>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10ab4e250>)]",en,Clarke,0 days 00:40:00.000000000,Hacking (with) a TPM,['Andreas Fuchs'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10564.html
546,belfar,ru,"[TranslationShift(name=""problame"", language=""de"", Talk=<parse.Talk object at 0x10ab4e090>), TranslationShift(name=""flo_h"", language=""de"", Talk=<parse.Talk object at 0x10ab4e090>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10ab4e090>), TranslationShift(name=""max_eaxedx"", language=""ru"", Talk=<parse.Talk object at 0x10ab4e090>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10ab4e090>)]",en,Clarke,0 days 00:40:00.000000000,Hacking (with) a TPM,['Andreas Fuchs'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10564.html
547,max_eaxedx,ru,"[TranslationShift(name=""problame"", language=""de"", Talk=<parse.Talk object at 0x10ab4e490>), TranslationShift(name=""flo_h"", language=""de"", Talk=<parse.Talk object at 0x10ab4e490>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10ab4e490>), TranslationShift(name=""max_eaxedx"", language=""ru"", Talk=<parse.Talk object at 0x10ab4e490>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10ab4e490>)]",en,Clarke,0 days 00:40:00.000000000,Hacking (with) a TPM,['Andreas Fuchs'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10564.html
548,sasha,ru,"[TranslationShift(name=""problame"", language=""de"", Talk=<parse.Talk object at 0x10ab4e7d0>), TranslationShift(name=""flo_h"", language=""de"", Talk=<parse.Talk object at 0x10ab4e7d0>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10ab4e7d0>), TranslationShift(name=""max_eaxedx"", language=""ru"", Talk=<parse.Talk object at 0x10ab4e7d0>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10ab4e7d0>)]",en,Clarke,0 days 00:40:00.000000000,Hacking (with) a TPM,['Andreas Fuchs'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10564.html
549,pascaline,de,"[TranslationShift(name=""pascaline"", language=""de"", Talk=<parse.Talk object at 0x10ab51150>), TranslationShift(name=""dimir"", language=""de"", Talk=<parse.Talk object at 0x10ab51150>), TranslationShift(name=""Aegy"", language=""de"", Talk=<parse.Talk object at 0x10ab51150>), TranslationShift(name=""Kalessin"", language=""fr"", Talk=<parse.Talk object at 0x10ab51150>), TranslationShift(name=""remy_o"", language=""fr"", Talk=<parse.Talk object at 0x10ab51150>)]",en,Dijkstra,0 days 00:40:00.000000000,The Eye on the Nile,['Aseel Kayal'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10561.html
550,dimir,de,"[TranslationShift(name=""pascaline"", language=""de"", Talk=<parse.Talk object at 0x10ab51490>), TranslationShift(name=""dimir"", language=""de"", Talk=<parse.Talk object at 0x10ab51490>), TranslationShift(name=""Aegy"", language=""de"", Talk=<parse.Talk object at 0x10ab51490>), TranslationShift(name=""Kalessin"", language=""fr"", Talk=<parse.Talk object at 0x10ab51490>), TranslationShift(name=""remy_o"", language=""fr"", Talk=<parse.Talk object at 0x10ab51490>)]",en,Dijkstra,0 days 00:40:00.000000000,The Eye on the Nile,['Aseel Kayal'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10561.html
551,Aegy,de,"[TranslationShift(name=""pascaline"", language=""de"", Talk=<parse.Talk object at 0x10ab511d0>), TranslationShift(name=""dimir"", language=""de"", Talk=<parse.Talk object at 0x10ab511d0>), TranslationShift(name=""Aegy"", language=""de"", Talk=<parse.Talk object at 0x10ab511d0>), TranslationShift(name=""Kalessin"", language=""fr"", Talk=<parse.Talk object at 0x10ab511d0>), TranslationShift(name=""remy_o"", language=""fr"", Talk=<parse.Talk object at 0x10ab511d0>)]",en,Dijkstra,0 days 00:40:00.000000000,The Eye on the Nile,['Aseel Kayal'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10561.html
552,Kalessin,fr,"[TranslationShift(name=""pascaline"", language=""de"", Talk=<parse.Talk object at 0x10ab51510>), TranslationShift(name=""dimir"", language=""de"", Talk=<parse.Talk object at 0x10ab51510>), TranslationShift(name=""Aegy"", language=""de"", Talk=<parse.Talk object at 0x10ab51510>), TranslationShift(name=""Kalessin"", language=""fr"", Talk=<parse.Talk object at 0x10ab51510>), TranslationShift(name=""remy_o"", language=""fr"", Talk=<parse.Talk object at 0x10ab51510>)]",en,Dijkstra,0 days 00:40:00.000000000,The Eye on the Nile,['Aseel Kayal'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10561.html
553,remy_o,fr,"[TranslationShift(name=""pascaline"", language=""de"", Talk=<parse.Talk object at 0x10ab51850>), TranslationShift(name=""dimir"", language=""de"", Talk=<parse.Talk object at 0x10ab51850>), TranslationShift(name=""Aegy"", language=""de"", Talk=<parse.Talk object at 0x10ab51850>), TranslationShift(name=""Kalessin"", language=""fr"", Talk=<parse.Talk object at 0x10ab51850>), TranslationShift(name=""remy_o"", language=""fr"", Talk=<parse.Talk object at 0x10ab51850>)]",en,Dijkstra,0 days 00:40:00.000000000,The Eye on the Nile,['Aseel Kayal'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10561.html
554,KetieSaner,de,"[TranslationShift(name=""KetieSaner"", language=""de"", Talk=<parse.Talk object at 0x10ab54310>), TranslationShift(name=""os10000"", language=""de"", Talk=<parse.Talk object at 0x10ab54310>)]",en,Eliza,0 days 00:40:00.000000000,Art against Facebook,"['el', 'Rosa Rave']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11178.html
555,os10000,de,"[TranslationShift(name=""KetieSaner"", language=""de"", Talk=<parse.Talk object at 0x10ab544d0>), TranslationShift(name=""os10000"", language=""de"", Talk=<parse.Talk object at 0x10ab544d0>)]",en,Eliza,0 days 00:40:00.000000000,Art against Facebook,"['el', 'Rosa Rave']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11178.html
556,kaste,en,"[TranslationShift(name=""kaste"", language=""en"", Talk=<parse.Talk object at 0x10ab54710>), TranslationShift(name=""athena"", language=""en"", Talk=<parse.Talk object at 0x10ab54710>)]",de,Ada,0 days 00:40:00.000000000,15 Jahre deutsche Telematikinfrastruktur (TI),['Christoph Saatjohann'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10895.html
557,athena,en,"[TranslationShift(name=""kaste"", language=""en"", Talk=<parse.Talk object at 0x10ab54950>), TranslationShift(name=""athena"", language=""en"", Talk=<parse.Talk object at 0x10ab54950>)]",de,Ada,0 days 00:40:00.000000000,15 Jahre deutsche Telematikinfrastruktur (TI),['Christoph Saatjohann'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10895.html
558,Mio,en,"[TranslationShift(name=""Mio"", language=""en"", Talk=<parse.Talk object at 0x10ab54d10>), TranslationShift(name=""snakey"", language=""en"", Talk=<parse.Talk object at 0x10ab54d10>), TranslationShift(name=""gooniesbro"", language=""en"", Talk=<parse.Talk object at 0x10ab54d10>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10ab54d10>), TranslationShift(name=""comoelcometa"", language=""es"", Talk=<parse.Talk object at 0x10ab54d10>), TranslationShift(name=""Iggle"", language=""es"", Talk=<parse.Talk object at 0x10ab54d10>), TranslationShift(name=""evajuliane"", language=""es"", Talk=<parse.Talk object at 0x10ab54d10>)]",de,Borg,0 days 01:40:00.000000000,Das Bits&Bäume-Sporangium,"['Rainer Rehak', 'julika', 'lislis', 'Isabella Hermann', 'Elenos Manifesti', 'joliyea', 'Viktor Schlüter', 'Carina Haupt', 'Kathrin Henneberger ', 'Anja Höfner']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10682.html
559,snakey,en,"[TranslationShift(name=""Mio"", language=""en"", Talk=<parse.Talk object at 0x10ab54c50>), TranslationShift(name=""snakey"", language=""en"", Talk=<parse.Talk object at 0x10ab54c50>), TranslationShift(name=""gooniesbro"", language=""en"", Talk=<parse.Talk object at 0x10ab54c50>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10ab54c50>), TranslationShift(name=""comoelcometa"", language=""es"", Talk=<parse.Talk object at 0x10ab54c50>), TranslationShift(name=""Iggle"", language=""es"", Talk=<parse.Talk object at 0x10ab54c50>), TranslationShift(name=""evajuliane"", language=""es"", Talk=<parse.Talk object at 0x10ab54c50>)]",de,Borg,0 days 01:40:00.000000000,Das Bits&Bäume-Sporangium,"['Rainer Rehak', 'julika', 'lislis', 'Isabella Hermann', 'Elenos Manifesti', 'joliyea', 'Viktor Schlüter', 'Carina Haupt', 'Kathrin Henneberger ', 'Anja Höfner']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10682.html
560,gooniesbro,en,"[TranslationShift(name=""Mio"", language=""en"", Talk=<parse.Talk object at 0x10ab561d0>), TranslationShift(name=""snakey"", language=""en"", Talk=<parse.Talk object at 0x10ab561d0>), TranslationShift(name=""gooniesbro"", language=""en"", Talk=<parse.Talk object at 0x10ab561d0>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10ab561d0>), TranslationShift(name=""comoelcometa"", language=""es"", Talk=<parse.Talk object at 0x10ab561d0>), TranslationShift(name=""Iggle"", language=""es"", Talk=<parse.Talk object at 0x10ab561d0>), TranslationShift(name=""evajuliane"", language=""es"", Talk=<parse.Talk object at 0x10ab561d0>)]",de,Borg,0 days 01:40:00.000000000,Das Bits&Bäume-Sporangium,"['Rainer Rehak', 'julika', 'lislis', 'Isabella Hermann', 'Elenos Manifesti', 'joliyea', 'Viktor Schlüter', 'Carina Haupt', 'Kathrin Henneberger ', 'Anja Höfner']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10682.html
561,genbi,es,"[TranslationShift(name=""Mio"", language=""en"", Talk=<parse.Talk object at 0x10ab56590>), TranslationShift(name=""snakey"", language=""en"", Talk=<parse.Talk object at 0x10ab56590>), TranslationShift(name=""gooniesbro"", language=""en"", Talk=<parse.Talk object at 0x10ab56590>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10ab56590>), TranslationShift(name=""comoelcometa"", language=""es"", Talk=<parse.Talk object at 0x10ab56590>), TranslationShift(name=""Iggle"", language=""es"", Talk=<parse.Talk object at 0x10ab56590>), TranslationShift(name=""evajuliane"", language=""es"", Talk=<parse.Talk object at 0x10ab56590>)]",de,Borg,0 days 01:40:00.000000000,Das Bits&Bäume-Sporangium,"['Rainer Rehak', 'julika', 'lislis', 'Isabella Hermann', 'Elenos Manifesti', 'joliyea', 'Viktor Schlüter', 'Carina Haupt', 'Kathrin Henneberger ', 'Anja Höfner']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10682.html
562,comoelcometa,es,"[TranslationShift(name=""Mio"", language=""en"", Talk=<parse.Talk object at 0x10ab56950>), TranslationShift(name=""snakey"", language=""en"", Talk=<parse.Talk object at 0x10ab56950>), TranslationShift(name=""gooniesbro"", language=""en"", Talk=<parse.Talk object at 0x10ab56950>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10ab56950>), TranslationShift(name=""comoelcometa"", language=""es"", Talk=<parse.Talk object at 0x10ab56950>), TranslationShift(name=""Iggle"", language=""es"", Talk=<parse.Talk object at 0x10ab56950>), TranslationShift(name=""evajuliane"", language=""es"", Talk=<parse.Talk object at 0x10ab56950>)]",de,Borg,0 days 01:40:00.000000000,Das Bits&Bäume-Sporangium,"['Rainer Rehak', 'julika', 'lislis', 'Isabella Hermann', 'Elenos Manifesti', 'joliyea', 'Viktor Schlüter', 'Carina Haupt', 'Kathrin Henneberger ', 'Anja Höfner']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10682.html
563,Iggle,es,"[TranslationShift(name=""Mio"", language=""en"", Talk=<parse.Talk object at 0x10ab56d10>), TranslationShift(name=""snakey"", language=""en"", Talk=<parse.Talk object at 0x10ab56d10>), TranslationShift(name=""gooniesbro"", language=""en"", Talk=<parse.Talk object at 0x10ab56d10>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10ab56d10>), TranslationShift(name=""comoelcometa"", language=""es"", Talk=<parse.Talk object at 0x10ab56d10>), TranslationShift(name=""Iggle"", language=""es"", Talk=<parse.Talk object at 0x10ab56d10>), TranslationShift(name=""evajuliane"", language=""es"", Talk=<parse.Talk object at 0x10ab56d10>)]",de,Borg,0 days 01:40:00.000000000,Das Bits&Bäume-Sporangium,"['Rainer Rehak', 'julika', 'lislis', 'Isabella Hermann', 'Elenos Manifesti', 'joliyea', 'Viktor Schlüter', 'Carina Haupt', 'Kathrin Henneberger ', 'Anja Höfner']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10682.html
564,evajuliane,es,"[TranslationShift(name=""Mio"", language=""en"", Talk=<parse.Talk object at 0x10ab59110>), TranslationShift(name=""snakey"", language=""en"", Talk=<parse.Talk object at 0x10ab59110>), TranslationShift(name=""gooniesbro"", language=""en"", Talk=<parse.Talk object at 0x10ab59110>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10ab59110>), TranslationShift(name=""comoelcometa"", language=""es"", Talk=<parse.Talk object at 0x10ab59110>), TranslationShift(name=""Iggle"", language=""es"", Talk=<parse.Talk object at 0x10ab59110>), TranslationShift(name=""evajuliane"", language=""es"", Talk=<parse.Talk object at 0x10ab59110>)]",de,Borg,0 days 01:40:00.000000000,Das Bits&Bäume-Sporangium,"['Rainer Rehak', 'julika', 'lislis', 'Isabella Hermann', 'Elenos Manifesti', 'joliyea', 'Viktor Schlüter', 'Carina Haupt', 'Kathrin Henneberger ', 'Anja Höfner']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10682.html
565,MrBronze,de,"[TranslationShift(name=""MrBronze"", language=""de"", Talk=<parse.Talk object at 0x10ab594d0>), TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10ab594d0>), TranslationShift(name=""st31ny"", language=""de"", Talk=<parse.Talk object at 0x10ab594d0>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10ab594d0>), TranslationShift(name=""Yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10ab594d0>)]",en,Clarke,0 days 00:40:00.000000000,Content take-downs: Who cleans the internet?,"['Chloé Berthélémy', 'Thomas Lohninger']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10968.html
566,phlo,de,"[TranslationShift(name=""MrBronze"", language=""de"", Talk=<parse.Talk object at 0x10ab592d0>), TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10ab592d0>), TranslationShift(name=""st31ny"", language=""de"", Talk=<parse.Talk object at 0x10ab592d0>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10ab592d0>), TranslationShift(name=""Yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10ab592d0>)]",en,Clarke,0 days 00:40:00.000000000,Content take-downs: Who cleans the internet?,"['Chloé Berthélémy', 'Thomas Lohninger']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10968.html
567,st31ny,de,"[TranslationShift(name=""MrBronze"", language=""de"", Talk=<parse.Talk object at 0x10ab59690>), TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10ab59690>), TranslationShift(name=""st31ny"", language=""de"", Talk=<parse.Talk object at 0x10ab59690>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10ab59690>), TranslationShift(name=""Yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10ab59690>)]",en,Clarke,0 days 00:40:00.000000000,Content take-downs: Who cleans the internet?,"['Chloé Berthélémy', 'Thomas Lohninger']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10968.html
568,ironic,fr,"[TranslationShift(name=""MrBronze"", language=""de"", Talk=<parse.Talk object at 0x10ab59950>), TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10ab59950>), TranslationShift(name=""st31ny"", language=""de"", Talk=<parse.Talk object at 0x10ab59950>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10ab59950>), TranslationShift(name=""Yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10ab59950>)]",en,Clarke,0 days 00:40:00.000000000,Content take-downs: Who cleans the internet?,"['Chloé Berthélémy', 'Thomas Lohninger']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10968.html
569,Yann0u,fr,"[TranslationShift(name=""MrBronze"", language=""de"", Talk=<parse.Talk object at 0x10ab5c2d0>), TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10ab5c2d0>), TranslationShift(name=""st31ny"", language=""de"", Talk=<parse.Talk object at 0x10ab5c2d0>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10ab5c2d0>), TranslationShift(name=""Yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10ab5c2d0>)]",en,Clarke,0 days 00:40:00.000000000,Content take-downs: Who cleans the internet?,"['Chloé Berthélémy', 'Thomas Lohninger']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10968.html
570,mary,en,"[TranslationShift(name=""mary"", language=""en"", Talk=<parse.Talk object at 0x10ab5c610>), TranslationShift(name=""DuckMan"", language=""en"", Talk=<parse.Talk object at 0x10ab5c610>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10ab5c610>), TranslationShift(name=""max_eaxedx"", language=""ru"", Talk=<parse.Talk object at 0x10ab5c610>)]",de,Dijkstra,0 days 00:40:00.000000000,Warum 3D-gedruckte Kleidung NICHT die Zukunft ist,['Kurfuerstin'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10672.html
571,DuckMan,en,"[TranslationShift(name=""mary"", language=""en"", Talk=<parse.Talk object at 0x10ab5ca10>), TranslationShift(name=""DuckMan"", language=""en"", Talk=<parse.Talk object at 0x10ab5ca10>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10ab5ca10>), TranslationShift(name=""max_eaxedx"", language=""ru"", Talk=<parse.Talk object at 0x10ab5ca10>)]",de,Dijkstra,0 days 00:40:00.000000000,Warum 3D-gedruckte Kleidung NICHT die Zukunft ist,['Kurfuerstin'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10672.html
572,flego,ru,"[TranslationShift(name=""mary"", language=""en"", Talk=<parse.Talk object at 0x10ab5ccd0>), TranslationShift(name=""DuckMan"", language=""en"", Talk=<parse.Talk object at 0x10ab5ccd0>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10ab5ccd0>), TranslationShift(name=""max_eaxedx"", language=""ru"", Talk=<parse.Talk object at 0x10ab5ccd0>)]",de,Dijkstra,0 days 00:40:00.000000000,Warum 3D-gedruckte Kleidung NICHT die Zukunft ist,['Kurfuerstin'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10672.html
573,max_eaxedx,ru,"[TranslationShift(name=""mary"", language=""en"", Talk=<parse.Talk object at 0x10ab5cf90>), TranslationShift(name=""DuckMan"", language=""en"", Talk=<parse.Talk object at 0x10ab5cf90>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10ab5cf90>), TranslationShift(name=""max_eaxedx"", language=""ru"", Talk=<parse.Talk object at 0x10ab5cf90>)]",de,Dijkstra,0 days 00:40:00.000000000,Warum 3D-gedruckte Kleidung NICHT die Zukunft ist,['Kurfuerstin'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10672.html
574,Ludwig,de,"[TranslationShift(name=""Ludwig"", language=""de"", Talk=<parse.Talk object at 0x10ab5f110>), TranslationShift(name=""Ben"", language=""de"", Talk=<parse.Talk object at 0x10ab5f110>)]",en,Eliza,0 days 00:40:00.000000000,Speaking Fiction To Power,['Louise Ashcroft'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11234.html
575,Ben,de,"[TranslationShift(name=""Ludwig"", language=""de"", Talk=<parse.Talk object at 0x10ab5f450>), TranslationShift(name=""Ben"", language=""de"", Talk=<parse.Talk object at 0x10ab5f450>)]",en,Eliza,0 days 00:40:00.000000000,Speaking Fiction To Power,['Louise Ashcroft'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11234.html
576,MissSensei,en,"[TranslationShift(name=""MissSensei"", language=""en"", Talk=<parse.Talk object at 0x10ab5f690>), TranslationShift(name=""KetieSaner"", language=""en"", Talk=<parse.Talk object at 0x10ab5f690>)]",de,Ada,0 days 00:40:00.000000000,Aus dem Schimpfwörterbuch der neuen Rechten,['josch'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10935.html
577,KetieSaner,en,"[TranslationShift(name=""MissSensei"", language=""en"", Talk=<parse.Talk object at 0x10ab5f8d0>), TranslationShift(name=""KetieSaner"", language=""en"", Talk=<parse.Talk object at 0x10ab5f8d0>)]",de,Ada,0 days 00:40:00.000000000,Aus dem Schimpfwörterbuch der neuen Rechten,['josch'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10935.html
578,André,de,"[TranslationShift(name=""André"", language=""de"", Talk=<parse.Talk object at 0x10ab5fb50>), TranslationShift(name=""dimir"", language=""de"", Talk=<parse.Talk object at 0x10ab5fb50>), TranslationShift(name=""Aegy"", language=""de"", Talk=<parse.Talk object at 0x10ab5fb50>)]",en,Clarke,0 days 00:40:00.000000000,5G & Net Neutrality,['Thomas Lohninger'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10711.html
579,dimir,de,"[TranslationShift(name=""André"", language=""de"", Talk=<parse.Talk object at 0x10ab5fdd0>), TranslationShift(name=""dimir"", language=""de"", Talk=<parse.Talk object at 0x10ab5fdd0>), TranslationShift(name=""Aegy"", language=""de"", Talk=<parse.Talk object at 0x10ab5fdd0>)]",en,Clarke,0 days 00:40:00.000000000,5G & Net Neutrality,['Thomas Lohninger'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10711.html
580,Aegy,de,"[TranslationShift(name=""André"", language=""de"", Talk=<parse.Talk object at 0x10ab62090>), TranslationShift(name=""dimir"", language=""de"", Talk=<parse.Talk object at 0x10ab62090>), TranslationShift(name=""Aegy"", language=""de"", Talk=<parse.Talk object at 0x10ab62090>)]",en,Clarke,0 days 00:40:00.000000000,5G & Net Neutrality,['Thomas Lohninger'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10711.html
